id_product;reference;price;test;id_shop_default;is_virtual;name;link_rewrite;active;shopname;id_image;name_category;price_final;nb_downloadable;sav_quantity;badge_danger
5244;304SLS0;0.000000;test;1;0;CAIRA;caira;0;Base;;"Maillot manches courtes";0;;0;1
5243;304SG10;0.000000;test;1;0;BAPOV;bapov;0;Base;;Casquette;0;;0;1
5242;304RB70;0.000000;test;1;0;TEE;tee;0;Base;;T-shirt;0;;0;1
5241;304PDT0;14.166667;test;1;0;CURCHET;curchet;0;Base;24002;Short;0;;0;1
5240;304PDR0;0.000000;test;1;0;CINANDA;cinanda;0;Base;;"Maillot manches longues";0;;0;1
5238;304MBC0;0.000000;test;1;0;LANA;lana;0;Base;;Short;0;;0;1
5237;304MBA0;0.000000;test;1;0;LAMBRE;lambre;0;Base;;Short;0;;0;1
5236;304IR30;0.000000;test;1;0;"VARESO SHORT";vareso-short;0;Base;;Short;0;;0;1
5235;304IR00;0.000000;test;1;0;"VACONE TRACK JKT";vacone-track-jkt;0;Base;;"Veste survêtement";0;;0;1
5234;304IPT0;0.000000;test;1;0;"ROVIGO JERSEY LS";rovigo-jersey-ls;0;Base;;"Maillot manches longues";0;;0;1
5233;304IPR0;0.000000;test;1;0;"ROVIGO JERSEY SS";rovigo-jersey-ss;0;Base;;"Maillot manches courtes";0;;0;1
5232;304IPP0;0.000000;test;1;0;"REDENA SHORT";redena-short;0;Base;;Short;0;;0;1
5231;304IPN0;0.000000;test;1;0;"PONTE PANTS ULTRA FIT";ponte-pants-ultra-fit;0;Base;;Fuseau;0;;0;1
5230;304IPM0;0.000000;test;1;0;"PIANETTI POLO";pianetti-polo;0;Base;;Polo;0;;0;1
5229;304IPL0;0.000000;test;1;0;"PAGGO SHORT";paggo-short;0;Base;;Short;0;;0;1
5228;304IPK0;0.000000;test;1;0;"PADERNO JERSEY SS";paderno-jersey-ss;0;Base;;"Maillot manches courtes";0;;0;1
5227;304IPJ0;0.000000;test;1;0;"NOVARE SWEAT";novare-sweat;0;Base;;"Sweat col 1/4 zip";0;;0;1
5226;304IPI0;0.000000;test;1;0;"MOLISE JERSEY SS";molise-jersey-ss;0;Base;;"Maillot manches courtes";0;;0;1
5225;304IP60;0.000000;test;1;0;"TRANIO COL POLO";tranio-col-polo;0;Base;;"Maillot manches courtes";0;;0;1
5224;304IP50;0.000000;test;1;0;"TARENTE TRACK PANTS";tarente-track-pants;0;Base;;"Pantalon survêtement";0;;0;1
5223;304IP40;0.000000;test;1;0;"TALBINO SHORT";talbino-short;0;Base;;Short;0;;0;1
5222;304IP30;0.000000;test;1;0;"SIANO TEE";siano-tee;0;Base;;T-shirt;0;;0;1
5221;304IP20;0.000000;test;1;0;"SALTO POLO";salto-polo;0;Base;;Polo;0;;0;1
5220;304IP10;0.000000;test;1;0;"SALCITO TKS";salcito-tks;0;Base;;Survêtement;0;;0;1
5219;304INH0;0.000000;test;1;0;"MESTRE LONG SHORT";mestre-long-short;0;Base;;Short;0;;0;1
5218;304IND0;0.000000;test;1;0;"MARETO JERSEY LS";mareto-jersey-ls;0;Base;;"Maillot manches longues";0;;0;1
5217;304INC0;0.000000;test;1;0;"MARETO JERSEY SS";mareto-jersey-ss;0;Base;;"Maillot manches courtes";0;;0;1
5216;304INA0;0.000000;test;1;0;"MARETA JERSEY SS";mareta-jersey-ss;0;Base;;"Maillot manches courtes";0;;0;1
5215;304IN90;0.000000;test;1;0;"LIDO SWEAT";lido-sweat;0;Base;;"Sweat col rond";0;;0;1
5214;304IN80;0.000000;test;1;0;"GAGGIO WINDBREAKER SWEAT";gaggio-windbreaker-sweat;0;Base;;Sweat;0;;0;1
5213;304ILL0;0.000000;test;1;0;"ALDA CABIN CASE";alda-cabin-case;0;Base;;"Sac à roulette";0;;0;1
5212;304IJU0;0.000000;test;1;0;"CASERNE JERSEY LS";caserne-jersey-ls;0;Base;;"Maillot manches longues";0;;0;1
5211;304IJT0;0.000000;test;1;0;"BACENO PANTS";baceno-pants;0;Base;;"Pantalon moleton";0;;0;1
5210;304IJS0;0.000000;test;1;0;"ACCIO HOODIE";accio-hoodie;0;Base;;"Sweat à capuche";0;;0;1
5209;304IJR0;0.000000;test;1;0;"ACCIA HOODIE";accia-hoodie;0;Base;;"Sweat à capuche";0;;0;1
5208;304IEH0;0.000000;test;1;0;"GOALKEEPER TEE";goalkeeper-tee;0;Base;;"Textile Haut";0;;0;1
5207;304I6Z0;0.000000;test;1;0;"LAMBERTO BACKPACK";lamberto-backpack;0;Base;;"Sac à dos";0;;0;1
5206;304I6Y0;0.000000;test;1;0;"BRENNO SPORT BAG";brenno-sport-bag;0;Base;;"Sac de sport";0;;0;1
5205;304I620;0.000000;test;1;0;"VELIA BACKPACK";velia-backpack;0;Base;;"Sac à dos";0;;0;1
5204;304I610;0.000000;test;1;0;"TARCISIO TROLLEY BAG";tarcisio-trolley-bag;0;Base;;"Sac à roulette";0;;0;1
5203;303ZPU0;0.000000;test;1;0;"ACADEMIO BALL PLAYER 20.5E";academio-ball-player-205e;0;Base;;"Foot entrainement";0;;0;1
5202;303ZPS0;0.000000;test;1;0;"HYBRIDO BALL PLAYER 20.3A HYB";hybrido-ball-player-203a-hyb;0;Base;;"Foot entrainement";0;;0;1
5201;303ZPQ0;0.000000;test;1;0;"PALLONE PRO PLAYER 20.1B THB FA";pallone-pro-player-201b-thb-fa;0;Base;;"Foot match";0;;0;1
5200;303ZEQ0;0.000000;test;1;0;"PLAYER CAPTAIN";player-captain;0;Base;;Accessoire;0;;0;1
5199;303TBD0;0.000000;test;1;0;ASTON;aston;0;Base;;Débardeur;0;;0;1
5198;303TAA0;0.000000;test;1;0;"YSIKA GYM BAG X6";ysika-gym-bag-x6;0;Base;;Autre;0;;0;1
5197;303REZ0;0.000000;test;1;0;AMILA;amila;0;Base;;Débardeur;0;;0;1
5196;303RE00;0.000000;test;1;0;ASHIRO;ashiro;0;Base;;Short;0;;0;1
5195;303RDD0;0.000000;test;1;0;WINCAN;wincan;0;Base;;"Pantalon survêtement";0;;0;1
5194;303RDC0;0.000000;test;1;0;WESON;weson;0;Base;;"Veste à capuche";0;;0;1
5193;303MMT0;0.000000;test;1;0;WRANZON;wranzon;0;Base;;Kit;0;;0;1
5192;303MB80;0.000000;test;1;0;"SEDDOLO PADDED JKT";seddolo-padded-jkt;0;Base;;Parka;0;;0;1
5191;303MB70;0.000000;test;1;0;"BALZIO MEDICAL BAG";balzio-medical-bag;0;Base;;Autre;0;;0;1
5190;303MB60;0.000000;test;1;0;LIPENO;lipeno;0;Base;;Chaussettes;0;;0;1
5189;303L650;0.000000;test;1;0;"SALENTO SHORT";salento-short;0;Base;;Short;0;;0;1
5188;303JV30;0.000000;test;1;0;"GOALKEEPER LONGPANT";goalkeeper-longpant;0;Base;;"Textile bas";0;;0;1
5187;303JV20;0.000000;test;1;0;"GOALKEEPER SHORTS";goalkeeper-shorts;0;Base;;"Textile bas";0;;0;1
5186;303JIT0;0.000000;test;1;0;WISTER;wister;0;Base;;"Veste de pluie";0;;0;1
5185;303JIS0;0.000000;test;1;0;WAPLES;waples;0;Base;;Doudoune;0;;0;1
5184;303JIP0;0.000000;test;1;0;WINCY;wincy;0;Base;;"Pantalon survêtement";0;;0;1
5183;303JIN0;0.000000;test;1;0;WESCOR;wescor;0;Base;;"Veste à capuche";0;;0;1
5182;303JIK0;0.000000;test;1;0;WUSIS;wusis;0;Base;;Short;0;;0;1
5181;303JIJ0;0.000000;test;1;0;WENET;wenet;0;Base;;"Maillot manches courtes";0;;0;1
5180;303HV50;0.000000;test;1;0;"CASERNE JERSEY SS";caserne-jersey-ss;0;Base;;"Maillot manches courtes";0;;0;1
5179;3031IN0;0.000000;test;1;0;"CAPITO BALL PLAYER 20.3C";capito-ball-player-203c;0;Base;;"Foot entrainement";0;;0;1
5178;30312EO;0.000000;test;1;0;"AVES 2";aves-2;0;Base;;Gants;0;;0;1
5177;30312C0;0.000000;test;1;0;"ATTEN 2";atten-2;0;Base;;Bonnet;0;;0;1
5176;30312B0;0.000000;test;1;0;"ANTUN 2";antun-2;0;Base;;Bonnet;0;;0;1
5175;302V9L0;0.000000;test;1;0;"ELENO PACK OF 3 SOCKS";eleno-pack-of-3-socks;0;Base;;Chaussettes;0;;0;1
5174;302UTZ0;0.000000;test;1;0;LYNA;lyna;0;Base;;Chaussettes;0;;0;1
5173;302THK0;0.000000;test;1;0;"LOGO KAFERS";logo-kafers;0;Base;;T-shirt;0;;0;1
5172;302SDI0;0.000000;test;1;0;PENAO;penao;0;Base;;Chaussettes;0;;0;1
5171;302PBQ0;0.000000;test;1;0;"KAPPA 4 GOLF WSS SLIM FIT";kappa-4-golf-wss-slim-fit;0;Base;;Polo;0;;0;1
5170;302DS00;0.000000;test;1;0;VALAS;valas;0;Base;;Softshell;0;;0;1
5169;302CUP0;0.000000;test;1;0;"NIPOLA X5";nipola-x5;0;Base;;Chasuble;0;;0;1
5168;302BNA0;0.000000;test;1;0;"UNDERSHORT KAPPA4SKIN KOMBAT VURGAY";undershort-kappa4skin-kombat-vurgay;0;Base;;"Sous vêtement bas";0;;0;1
